id,state,county,rate,theme_range
1001,Alabama,Autauga County,179.6,172.4 - 215.1 (641)
1003,Alabama,Baldwin County,143.4,37.8 - 172.3 (647)
1005,Alabama,Barbour County,217.2,215.2 - 263.3 (645)
1007,Alabama,Bibb County,143.3,37.8 - 172.3 (647)
1009,Alabama,Blount County,112.4,37.8 - 172.3 (647)
1011,Alabama,Bullock County,322.5,263.4 - 329.2 (643)
1013,Alabama,Butler County,306.8,263.4 - 329.2 (643)
1015,Alabama,Calhoun County,72.1,37.8 - 172.3 (647)
1017,Alabama,Chambers County,343.8,329.3 - 1136.3 (644)
1019,Alabama,Cherokee County,124.8,37.8 - 172.3 (647)
1021,Alabama,Chilton County,86.2,37.8 - 172.3 (647)
1023,Alabama,Choctaw County,210.2,172.4 - 215.1 (641)
1025,Alabama,Clarke County,182,172.4 - 215.1 (641)
1027,Alabama,Clay County,90.4,37.8 - 172.3 (647)
1029,Alabama,Cleburne County,88.3,37.8 - 172.3 (647)
1031,Alabama,Coffee County,158,37.8 - 172.3 (647)
1033,Alabama,Colbert County,90.5,37.8 - 172.3 (647)
1035,Alabama,Conecuh County,344.3,329.3 - 1136.3 (644)
1037,Alabama,Coosa County,121.6,37.8 - 172.3 (647)
1039,Alabama,Covington County,288.1,263.4 - 329.2 (643)
1041,Alabama,Crenshaw County,202.1,172.4 - 215.1 (641)
1043,Alabama,Cullman County,211.3,172.4 - 215.1 (641)
1045,Alabama,Dale County,251.3,215.2 - 263.3 (645)
1047,Alabama,Dallas County,314.5,263.4 - 329.2 (643)
1049,Alabama,DeKalb County,155.3,37.8 - 172.3 (647)
1051,Alabama,Elmore County,187.8,172.4 - 215.1 (641)
1053,Alabama,Escambia County,566.6,329.3 - 1136.3 (644)
1055,Alabama,Etowah County,192.2,172.4 - 215.1 (641)
1057,Alabama,Fayette County,265.7,263.4 - 329.2 (643)
1059,Alabama,Franklin County,150.9,37.8 - 172.3 (647)
1061,Alabama,Geneva County,286.3,263.4 - 329.2 (643)
1063,Alabama,Greene County,168,37.8 - 172.3 (647)
1065,Alabama,Hale County,156,37.8 - 172.3 (647)
1067,Alabama,Henry County,208.9,172.4 - 215.1 (641)
1069,Alabama,Houston County,208.3,172.4 - 215.1 (641)
1071,Alabama,Jackson County,129.9,37.8 - 172.3 (647)
1073,Alabama,Jefferson County,155.4,37.8 - 172.3 (647)
1075,Alabama,Lamar County,204.4,172.4 - 215.1 (641)
1077,Alabama,Lauderdale County,101.7,37.8 - 172.3 (647)
1079,Alabama,Lawrence County,119.1,37.8 - 172.3 (647)
1081,Alabama,Lee County,381.6,329.3 - 1136.3 (644)
1083,Alabama,Limestone County,174.3,172.4 - 215.1 (641)
1085,Alabama,Lowndes County,304.3,263.4 - 329.2 (643)
1087,Alabama,Macon County,207.8,172.4 - 215.1 (641)
1089,Alabama,Madison County,208.3,172.4 - 215.1 (641)
1091,Alabama,Marengo County,152.1,37.8 - 172.3 (647)
1093,Alabama,Marion County,124.1,37.8 - 172.3 (647)
1095,Alabama,Marshall County,115.5,37.8 - 172.3 (647)
1097,Alabama,Mobile County,203.4,172.4 - 215.1 (641)
1099,Alabama,Monroe County,363.3,329.3 - 1136.3 (644)
1101,Alabama,Montgomery County,280.2,263.4 - 329.2 (643)
1103,Alabama,Morgan County,197,172.4 - 215.1 (641)
1105,Alabama,Perry County,157.3,37.8 - 172.3 (647)
1107,Alabama,Pickens County,232.5,215.2 - 263.3 (645)
1109,Alabama,Pike County,196.3,172.4 - 215.1 (641)
1111,Alabama,Randolph County,141.2,37.8 - 172.3 (647)
1113,Alabama,Russell County,427.2,329.3 - 1136.3 (644)
1115,Alabama,St. Clair County,138.5,37.8 - 172.3 (647)
1117,Alabama,Shelby County,88.9,37.8 - 172.3 (647)
1119,Alabama,Sumter County,160.4,37.8 - 172.3 (647)
1121,Alabama,Talladega County,124.7,37.8 - 172.3 (647)
1123,Alabama,Tallapoosa County,175.1,172.4 - 215.1 (641)
1125,Alabama,Tuscaloosa County,157.8,37.8 - 172.3 (647)
1127,Alabama,Walker County,154.7,37.8 - 172.3 (647)
1129,Alabama,Washington County,140.3,37.8 - 172.3 (647)
1131,Alabama,Wilcox County,213.9,172.4 - 215.1 (641)
1133,Alabama,Winston County,215.5,215.2 - 263.3 (645)
2013,Alaska,Aleutians East Borough,54.5,37.8 - 172.3 (647)
2016,Alaska,Aleutians West Census Area,125.8,37.8 - 172.3 (647)
2020,Alaska,Anchorage Municipality,151.5,37.8 - 172.3 (647)
2050,Alaska,Bethel Census Area,263.3,215.2 - 263.3 (645)
2060,Alaska,Bristol Bay Borough,-1,
2068,Alaska,Denali Borough,141.9,37.8 - 172.3 (647)
2070,Alaska,Dillingham Census Area,304.3,263.4 - 329.2 (643)
2090,Alaska,Fairbanks North Star Borough,179.9,172.4 - 215.1 (641)
2100,Alaska,Haines Borough,138,37.8 - 172.3 (647)
2105,Alaska,Hoonah-Angoon Census Area,141.4,37.8 - 172.3 (647)
2110,Alaska,Juneau City and Borough,142.6,37.8 - 172.3 (647)
2122,Alaska,Kenai Peninsula Borough,156.1,37.8 - 172.3 (647)
2130,Alaska,Ketchikan Gateway Borough,118.8,37.8 - 172.3 (647)
2150,Alaska,Kodiak Island Borough,104.6,37.8 - 172.3 (647)
2158,Alaska,Kusilvak Census Area,88.1,37.8 - 172.3 (647)
2164,Alaska,Lake and Peninsula Borough,238.6,215.2 - 263.3 (645)
2170,Alaska,Matanuska-Susitna Borough,137.6,37.8 - 172.3 (647)
2180,Alaska,Nome Census Area,193.7,172.4 - 215.1 (641)
2185,Alaska,North Slope Borough,158.8,37.8 - 172.3 (647)
2188,Alaska,Northwest Arctic Borough,253.3,215.2 - 263.3 (645)
2195,Alaska,Petersburg Census Area,133.1,37.8 - 172.3 (647)
2198,Alaska,Prince of Wales-Hyder Census Area,191.5,172.4 - 215.1 (641)
2220,Alaska,Sitka City and Borough,141.3,37.8 - 172.3 (647)
2230,Alaska,Skagway Municipality,-1,
2240,Alaska,Southeast Fairbanks Census Area,313.2,263.4 - 329.2 (643)
2261,Alaska,Valdez-Cordova Census Area,152.3,37.8 - 172.3 (647)
2275,Alaska,Wrangell City and Borough,118.3,37.8 - 172.3 (647)
2282,Alaska,Yakutat City and Borough,-1,
2290,Alaska,Yukon-Koyukuk Census Area,262.2,215.2 - 263.3 (645)
4001,Arizona,Apache County,257.7,215.2 - 263.3 (645)
4003,Arizona,Cochise County,192.5,172.4 - 215.1 (641)
4005,Arizona,Coconino County,219.2,215.2 - 263.3 (645)
4007,Arizona,Gila County,275.7,263.4 - 329.2 (643)
4009,Arizona,Graham County,225.2,215.2 - 263.3 (645)
4011,Arizona,Greenlee County,206.3,172.4 - 215.1 (641)
4012,Arizona,La Paz County,344.4,329.3 - 1136.3 (644)
4013,Arizona,Maricopa County,246.3,215.2 - 263.3 (645)
4015,Arizona,Mohave County,224.5,215.2 - 263.3 (645)
4017,Arizona,Navajo County,236.9,215.2 - 263.3 (645)
4019,Arizona,Pima County,202.1,172.4 - 215.1 (641)
4021,Arizona,Pinal County,197.3,172.4 - 215.1 (641)
4023,Arizona,Santa Cruz County,180,172.4 - 215.1 (641)
4025,Arizona,Yavapai County,259.6,215.2 - 263.3 (645)
4027,Arizona,Yuma County,257.2,215.2 - 263.3 (645)
5001,Arkansas,Arkansas County,250.6,215.2 - 263.3 (645)
5003,Arkansas,Ashley County,202.3,172.4 - 215.1 (641)
5005,Arkansas,Baxter County,133.8,37.8 - 172.3 (647)
5007,Arkansas,Benton County,309,263.4 - 329.2 (643)
5009,Arkansas,Boone County,151.4,37.8 - 172.3 (647)
5011,Arkansas,Bradley County,198.8,172.4 - 215.1 (641)
5013,Arkansas,Calhoun County,222.9,215.2 - 263.3 (645)
5015,Arkansas,Carroll County,213.1,172.4 - 215.1 (641)
5017,Arkansas,Chicot County,367.1,329.3 - 1136.3 (644)
5019,Arkansas,Clark County,149.2,37.8 - 172.3 (647)
5021,Arkansas,Clay County,281.5,263.4 - 329.2 (643)
5023,Arkansas,Cleburne County,451.7,329.3 - 1136.3 (644)
5025,Arkansas,Cleveland County,273.6,263.4 - 329.2 (643)
5027,Arkansas,Columbia County,440.4,329.3 - 1136.3 (644)
5029,Arkansas,Conway County,287.6,263.4 - 329.2 (643)
5031,Arkansas,Craighead County,399.2,329.3 - 1136.3 (644)
5033,Arkansas,Crawford County,291.7,263.4 - 329.2 (643)
5035,Arkansas,Crittenden County,575,329.3 - 1136.3 (644)
5037,Arkansas,Cross County,393.9,329.3 - 1136.3 (644)
5039,Arkansas,Dallas County,297.3,263.4 - 329.2 (643)
5041,Arkansas,Desha County,275.7,263.4 - 329.2 (643)
5043,Arkansas,Drew County,347.4,329.3 - 1136.3 (644)
5045,Arkansas,Faulkner County,306.6,263.4 - 329.2 (643)
5047,Arkansas,Franklin County,286.2,263.4 - 329.2 (643)
5049,Arkansas,Fulton County,202.5,172.4 - 215.1 (641)
5051,Arkansas,Garland County,209.4,172.4 - 215.1 (641)
5053,Arkansas,Grant County,192.5,172.4 - 215.1 (641)
5055,Arkansas,Greene County,302.3,263.4 - 329.2 (643)
5057,Arkansas,Hempstead County,328.1,263.4 - 329.2 (643)
5059,Arkansas,Hot Spring County,241.6,215.2 - 263.3 (645)
5061,Arkansas,Howard County,294.8,263.4 - 329.2 (643)
5063,Arkansas,Independence County,258.2,215.2 - 263.3 (645)
5065,Arkansas,Izard County,236.2,215.2 - 263.3 (645)
5067,Arkansas,Jackson County,336.3,329.3 - 1136.3 (644)
5069,Arkansas,Jefferson County,305,263.4 - 329.2 (643)
5071,Arkansas,Johnson County,299.9,263.4 - 329.2 (643)
5073,Arkansas,Lafayette County,486,329.3 - 1136.3 (644)
5075,Arkansas,Lawrence County,225.4,215.2 - 263.3 (645)
5077,Arkansas,Lee County,362.6,329.3 - 1136.3 (644)
5079,Arkansas,Lincoln County,297.1,263.4 - 329.2 (643)
5081,Arkansas,Little River County,599.9,329.3 - 1136.3 (644)
5083,Arkansas,Logan County,314.3,263.4 - 329.2 (643)
5085,Arkansas,Lonoke County,412.7,329.3 - 1136.3 (644)
5087,Arkansas,Madison County,533.2,329.3 - 1136.3 (644)
5089,Arkansas,Marion County,208,172.4 - 215.1 (641)
5091,Arkansas,Miller County,504,329.3 - 1136.3 (644)
5093,Arkansas,Mississippi County,545.8,329.3 - 1136.3 (644)
5095,Arkansas,Monroe County,304.9,263.4 - 329.2 (643)
5097,Arkansas,Montgomery County,163.3,37.8 - 172.3 (647)
5099,Arkansas,Nevada County,243.8,215.2 - 263.3 (645)
5101,Arkansas,Newton County,104.8,37.8 - 172.3 (647)
5103,Arkansas,Ouachita County,120.1,37.8 - 172.3 (647)
5105,Arkansas,Perry County,258,215.2 - 263.3 (645)
5107,Arkansas,Phillips County,730.3,329.3 - 1136.3 (644)
5109,Arkansas,Pike County,200.9,172.4 - 215.1 (641)
5111,Arkansas,Poinsett County,391.8,329.3 - 1136.3 (644)
5113,Arkansas,Polk County,206.7,172.4 - 215.1 (641)
5115,Arkansas,Pope County,285.2,263.4 - 329.2 (643)
5117,Arkansas,Prairie County,300.9,263.4 - 329.2 (643)
5119,Arkansas,Pulaski County,412,329.3 - 1136.3 (644)
5121,Arkansas,Randolph County,156.2,37.8 - 172.3 (647)
5123,Arkansas,St. Francis County,279.7,263.4 - 329.2 (643)
5125,Arkansas,Saline County,212.9,172.4 - 215.1 (641)
5127,Arkansas,Scott County,258,215.2 - 263.3 (645)
5129,Arkansas,Searcy County,255.5,215.2 - 263.3 (645)
5131,Arkansas,Sebastian County,352.7,329.3 - 1136.3 (644)
5133,Arkansas,Sevier County,190.9,172.4 - 215.1 (641)
5135,Arkansas,Sharp County,224.5,215.2 - 263.3 (645)
5137,Arkansas,Stone County,231.9,215.2 - 263.3 (645)
5139,Arkansas,Union County,211.7,172.4 - 215.1 (641)
5141,Arkansas,Van Buren County,244.1,215.2 - 263.3 (645)
5143,Arkansas,Washington County,758.4,329.3 - 1136.3 (644)
5145,Arkansas,White County,372.5,329.3 - 1136.3 (644)
5147,Arkansas,Woodruff County,307.7,263.4 - 329.2 (643)
5149,Arkansas,Yell County,399,329.3 - 1136.3 (644)
6001,California,Alameda County,227.2,215.2 - 263.3 (645)
6003,California,Alpine County,267.5,263.4 - 329.2 (643)
6005,California,Amador County,224.1,215.2 - 263.3 (645)
6007,California,Butte County,379.8,329.3 - 1136.3 (644)
6009,California,Calaveras County,203.6,172.4 - 215.1 (641)
6011,California,Colusa County,309.5,263.4 - 329.2 (643)
6013,California,Contra Costa County,208.7,172.4 - 215.1 (641)
6015,California,Del Norte County,257.1,215.2 - 263.3 (645)
6017,California,El Dorado County,193.8,172.4 - 215.1 (641)
6019,California,Fresno County,294,263.4 - 329.2 (643)
6021,California,Glenn County,417.4,329.3 - 1136.3 (644)
6023,California,Humboldt County,246.4,215.2 - 263.3 (645)
6025,California,Imperial County,277.4,263.4 - 329.2 (643)
6027,California,Inyo County,218.4,215.2 - 263.3 (645)
6029,California,Kern County,351.3,329.3 - 1136.3 (644)
6031,California,Kings County,269,263.4 - 329.2 (643)
6033,California,Lake County,266.8,263.4 - 329.2 (643)
6035,California,Lassen County,296.5,263.4 - 329.2 (643)
6037,California,Los Angeles County,231.7,215.2 - 263.3 (645)
6039,California,Madera County,356,329.3 - 1136.3 (644)
6041,California,Marin County,151.6,37.8 - 172.3 (647)
6043,California,Mariposa County,346.1,329.3 - 1136.3 (644)
6045,California,Mendocino County,253.1,215.2 - 263.3 (645)
6047,California,Merced County,457.6,329.3 - 1136.3 (644)
6049,California,Modoc County,301,263.4 - 329.2 (643)
6051,California,Mono County,156.2,37.8 - 172.3 (647)
6053,California,Monterey County,187,172.4 - 215.1 (641)
6055,California,Napa County,297,263.4 - 329.2 (643)
6057,California,Nevada County,192.8,172.4 - 215.1 (641)
6059,California,Orange County,171.3,37.8 - 172.3 (647)
6061,California,Placer County,239,215.2 - 263.3 (645)
6063,California,Plumas County,273.5,263.4 - 329.2 (643)
6065,California,Riverside County,291.1,263.4 - 329.2 (643)
6067,California,Sacramento County,306.2,263.4 - 329.2 (643)
6069,California,San Benito County,247.5,215.2 - 263.3 (645)
6071,California,San Bernardino County,363.6,329.3 - 1136.3 (644)
6073,California,San Diego County,264.1,263.4 - 329.2 (643)
6075,California,San Francisco County,170.8,37.8 - 172.3 (647)
6077,California,San Joaquin County,288.6,263.4 - 329.2 (643)
6079,California,San Luis Obispo County,178.3,172.4 - 215.1 (641)
6081,California,San Mateo County,169.6,37.8 - 172.3 (647)
6083,California,Santa Barbara County,224.9,215.2 - 263.3 (645)
6085,California,Santa Clara County,275.7,263.4 - 329.2 (643)
6087,California,Santa Cruz County,238.9,215.2 - 263.3 (645)
6089,California,Shasta County,292.8,263.4 - 329.2 (643)
6091,California,Sierra County,312.2,263.4 - 329.2 (643)
6093,California,Siskiyou County,247.7,215.2 - 263.3 (645)
6095,California,Solano County,302.3,263.4 - 329.2 (643)
6097,California,Sonoma County,199.7,172.4 - 215.1 (641)
6099,California,Stanislaus County,362.3,329.3 - 1136.3 (644)
6101,California,Sutter County,331.4,329.3 - 1136.3 (644)
6103,California,Tehama County,256.3,215.2 - 263.3 (645)
6105,California,Trinity County,217.8,215.2 - 263.3 (645)
6107,California,Tulare County,317.5,263.4 - 329.2 (643)
6109,California,Tuolumne County,178.9,172.4 - 215.1 (641)
6111,California,Ventura County,300.5,263.4 - 329.2 (643)
6113,California,Yolo County,290.1,263.4 - 329.2 (643)
6115,California,Yuba County,376.9,329.3 - 1136.3 (644)
8001,Colorado,Adams County,224.6,215.2 - 263.3 (645)
8003,Colorado,Alamosa County,239.8,215.2 - 263.3 (645)
8005,Colorado,Arapahoe County,239.8,215.2 - 263.3 (645)
8007,Colorado,Archuleta County,48.7,37.8 - 172.3 (647)
8009,Colorado,Baca County,153.4,37.8 - 172.3 (647)
8011,Colorado,Bent County,238.9,215.2 - 263.3 (645)
8013,Colorado,Boulder County,148.3,37.8 - 172.3 (647)
8014,Colorado,Broomfield County,135.8,37.8 - 172.3 (647)
8015,Colorado,Chaffee County,95.8,37.8 - 172.3 (647)
8017,Colorado,Cheyenne County,241.8,215.2 - 263.3 (645)
8019,Colorado,Clear Creek County,159.3,37.8 - 172.3 (647)
8021,Colorado,Conejos County,209.5,172.4 - 215.1 (641)
8023,Colorado,Costilla County,186.3,172.4 - 215.1 (641)
8025,Colorado,Crowley County,290.4,263.4 - 329.2 (643)
8027,Colorado,Custer County,276.5,263.4 - 329.2 (643)
8029,Colorado,Delta County,220.2,215.2 - 263.3 (645)
8031,Colorado,Denver County,307.2,263.4 - 329.2 (643)
8033,Colorado,Dolores County,140,37.8 - 172.3 (647)
8035,Colorado,Douglas County,189.5,172.4 - 215.1 (641)
8037,Colorado,Eagle County,74,37.8 - 172.3 (647)
8039,Colorado,Elbert County,219.7,215.2 - 263.3 (645)
8041,Colorado,El Paso County,292.6,263.4 - 329.2 (643)
8043,Colorado,Fremont County,285.7,263.4 - 329.2 (643)
8045,Colorado,Garfield County,152.8,37.8 - 172.3 (647)
8047,Colorado,Gilpin County,174.3,172.4 - 215.1 (641)
8049,Colorado,Grand County,121.1,37.8 - 172.3 (647)
8051,Colorado,Gunnison County,108.8,37.8 - 172.3 (647)
8053,Colorado,Hinsdale County,134.9,37.8 - 172.3 (647)
8055,Colorado,Huerfano County,268.8,263.4 - 329.2 (643)
8057,Colorado,Jackson County,170.6,37.8 - 172.3 (647)
8059,Colorado,Jefferson County,214.9,172.4 - 215.1 (641)
8061,Colorado,Kiowa County,332.5,329.3 - 1136.3 (644)
8063,Colorado,Kit Carson County,173.1,172.4 - 215.1 (641)
8065,Colorado,Lake County,55.3,37.8 - 172.3 (647)
8067,Colorado,La Plata County,88.4,37.8 - 172.3 (647)
8069,Colorado,Larimer County,186.4,172.4 - 215.1 (641)
8071,Colorado,Las Animas County,254.5,215.2 - 263.3 (645)
8073,Colorado,Lincoln County,274.3,263.4 - 329.2 (643)
8075,Colorado,Logan County,251.6,215.2 - 263.3 (645)
8077,Colorado,Mesa County,214.9,172.4 - 215.1 (641)
8079,Colorado,Mineral County,120.3,37.8 - 172.3 (647)
8081,Colorado,Moffat County,160.7,37.8 - 172.3 (647)
8083,Colorado,Montezuma County,310.7,263.4 - 329.2 (643)
8085,Colorado,Montrose County,251,215.2 - 263.3 (645)
8087,Colorado,Morgan County,212.9,172.4 - 215.1 (641)
8089,Colorado,Otero County,277,263.4 - 329.2 (643)
8091,Colorado,Ouray County,126.6,37.8 - 172.3 (647)
8093,Colorado,Park County,153.6,37.8 - 172.3 (647)
8095,Colorado,Phillips County,297.3,263.4 - 329.2 (643)
8097,Colorado,Pitkin County,55.8,37.8 - 172.3 (647)
8099,Colorado,Prowers County,443.2,329.3 - 1136.3 (644)
8101,Colorado,Pueblo County,287.8,263.4 - 329.2 (643)
8103,Colorado,Rio Blanco County,147.9,37.8 - 172.3 (647)
8105,Colorado,Rio Grande County,188.9,172.4 - 215.1 (641)
8107,Colorado,Routt County,124.4,37.8 - 172.3 (647)
8109,Colorado,Saguache County,244.1,215.2 - 263.3 (645)
8111,Colorado,San Juan County,72.1,37.8 - 172.3 (647)
8113,Colorado,San Miguel County,93.1,37.8 - 172.3 (647)
8115,Colorado,Sedgwick County,176.6,172.4 - 215.1 (641)
8117,Colorado,Summit County,55.6,37.8 - 172.3 (647)
8119,Colorado,Teller County,287.5,263.4 - 329.2 (643)
8121,Colorado,Washington County,230.5,215.2 - 263.3 (645)
8123,Colorado,Weld County,210,172.4 - 215.1 (641)
8125,Colorado,Yuma County,174.6,172.4 - 215.1 (641)
9001,Connecticut,Fairfield County,145.1,37.8 - 172.3 (647)
9003,Connecticut,Hartford County,155.3,37.8 - 172.3 (647)
9005,Connecticut,Litchfield County,147.1,37.8 - 172.3 (647)
9007,Connecticut,Middlesex County,153.3,37.8 - 172.3 (647)
9009,Connecticut,New Haven County,166.4,37.8 - 172.3 (647)
9011,Connecticut,New London County,156.4,37.8 - 172.3 (647)
9013,Connecticut,Tolland County,143.9,37.8 - 172.3 (647)
9015,Connecticut,Windham County,217.7,215.2 - 263.3 (645)
10001,Delaware,Kent County,246.7,215.2 - 263.3 (645)
10003,Delaware,New Castle County,144.9,37.8 - 172.3 (647)
10005,Delaware,Sussex County,214.7,172.4 - 215.1 (641)
11001,District of Columbia,District of Columbia,346.1,329.3 - 1136.3 (644)
12001,Florida,Alachua County,199.8,172.4 - 215.1 (641)
12003,Florida,Baker County,237,215.2 - 263.3 (645)
12005,Florida,Bay County,268.2,263.4 - 329.2 (643)
12007,Florida,Bradford County,310.9,263.4 - 329.2 (643)
12009,Florida,Brevard County,205.5,172.4 - 215.1 (641)
12011,Florida,Broward County,129.2,37.8 - 172.3 (647)
12013,Florida,Calhoun County,288.9,263.4 - 329.2 (643)
12015,Florida,Charlotte County,222,215.2 - 263.3 (645)
12017,Florida,Citrus County,247.5,215.2 - 263.3 (645)
12019,Florida,Clay County,231.6,215.2 - 263.3 (645)
12021,Florida,Collier County,129.5,37.8 - 172.3 (647)
12023,Florida,Columbia County,448.9,329.3 - 1136.3 (644)
12027,Florida,DeSoto County,202.5,172.4 - 215.1 (641)
12029,Florida,Dixie County,317.7,263.4 - 329.2 (643)
12031,Florida,Duval County,341.2,329.3 - 1136.3 (644)
12033,Florida,Escambia County,227,215.2 - 263.3 (645)
12035,Florida,Flagler County,176.2,172.4 - 215.1 (641)
12037,Florida,Franklin County,258.6,215.2 - 263.3 (645)
12039,Florida,Gadsden County,264,263.4 - 329.2 (643)
12041,Florida,Gilchrist County,261.9,215.2 - 263.3 (645)
12043,Florida,Glades County,170.3,37.8 - 172.3 (647)
12045,Florida,Gulf County,298.7,263.4 - 329.2 (643)
12047,Florida,Hamilton County,416.6,329.3 - 1136.3 (644)
12049,Florida,Hardee County,253.4,215.2 - 263.3 (645)
12051,Florida,Hendry County,269.2,263.4 - 329.2 (643)
12053,Florida,Hernando County,320,263.4 - 329.2 (643)
12055,Florida,Highlands County,195.1,172.4 - 215.1 (641)
12057,Florida,Hillsborough County,258.4,215.2 - 263.3 (645)
12059,Florida,Holmes County,339.2,329.3 - 1136.3 (644)
12061,Florida,Indian River County,110.9,37.8 - 172.3 (647)
12063,Florida,Jackson County,220.2,215.2 - 263.3 (645)
12065,Florida,Jefferson County,263.3,215.2 - 263.3 (645)
12067,Florida,Lafayette County,394.1,329.3 - 1136.3 (644)
12069,Florida,Lake County,199.6,172.4 - 215.1 (641)
12071,Florida,Lee County,179.4,172.4 - 215.1 (641)
12073,Florida,Leon County,226,215.2 - 263.3 (645)
12075,Florida,Levy County,259.1,215.2 - 263.3 (645)
12077,Florida,Liberty County,247.8,215.2 - 263.3 (645)
12079,Florida,Madison County,255,215.2 - 263.3 (645)
12081,Florida,Manatee County,204.2,172.4 - 215.1 (641)
12083,Florida,Marion County,295.5,263.4 - 329.2 (643)
12085,Florida,Martin County,114.8,37.8 - 172.3 (647)
12086,Florida,Miami-Dade County,192.4,172.4 - 215.1 (641)
12087,Florida,Monroe County,151.8,37.8 - 172.3 (647)
12089,Florida,Nassau County,209.5,172.4 - 215.1 (641)
12091,Florida,Okaloosa County,200.7,172.4 - 215.1 (641)
12093,Florida,Okeechobee County,138.6,37.8 - 172.3 (647)
12095,Florida,Orange County,258.1,215.2 - 263.3 (645)
12097,Florida,Osceola County,210.6,172.4 - 215.1 (641)
12099,Florida,Palm Beach County,116,37.8 - 172.3 (647)
12101,Florida,Pasco County,200.1,172.4 - 215.1 (641)
12103,Florida,Pinellas County,172.3,37.8 - 172.3 (647)
12105,Florida,Polk County,230.9,215.2 - 263.3 (645)
12107,Florida,Putnam County,304.1,263.4 - 329.2 (643)
12109,Florida,St. Johns County,156.4,37.8 - 172.3 (647)
12111,Florida,St. Lucie County,197.7,172.4 - 215.1 (641)
12113,Florida,Santa Rosa County,244.1,215.2 - 263.3 (645)
12115,Florida,Sarasota County,181.7,172.4 - 215.1 (641)
12117,Florida,Seminole County,272.1,263.4 - 329.2 (643)
12119,Florida,Sumter County,175.7,172.4 - 215.1 (641)
12121,Florida,Suwannee County,434.2,329.3 - 1136.3 (644)
12123,Florida,Taylor County,389.1,329.3 - 1136.3 (644)
12125,Florida,Union County,496.2,329.3 - 1136.3 (644)
12127,Florida,Volusia County,231.2,215.2 - 263.3 (645)
12129,Florida,Wakulla County,232,215.2 - 263.3 (645)
12131,Florida,Walton County,152.9,37.8 - 172.3 (647)
12133,Florida,Washington County,320.3,263.4 - 329.2 (643)
13001,Georgia,Appling County,314.6,263.4 - 329.2 (643)
13003,Georgia,Atkinson County,264.3,263.4 - 329.2 (643)
13005,Georgia,Bacon County,283.9,263.4 - 329.2 (643)
13007,Georgia,Baker County,314.6,263.4 - 329.2 (643)
13009,Georgia,Baldwin County,418.7,329.3 - 1136.3 (644)
13011,Georgia,Banks County,185.7,172.4 - 215.1 (641)
13013,Georgia,Barrow County,217.4,215.2 - 263.3 (645)
13015,Georgia,Bartow County,265.6,263.4 - 329.2 (643)
13017,Georgia,Ben Hill County,347.3,329.3 - 1136.3 (644)
13019,Georgia,Berrien County,293.4,263.4 - 329.2 (643)
13021,Georgia,Bibb County,159.8,37.8 - 172.3 (647)
13023,Georgia,Bleckley County,150.8,37.8 - 172.3 (647)
13025,Georgia,Brantley County,159.7,37.8 - 172.3 (647)
13027,Georgia,Brooks County,378.4,329.3 - 1136.3 (644)
13029,Georgia,Bryan County,259.1,215.2 - 263.3 (645)
13031,Georgia,Bulloch County,446.3,329.3 - 1136.3 (644)
13033,Georgia,Burke County,561.5,329.3 - 1136.3 (644)
13035,Georgia,Butts County,327.2,263.4 - 329.2 (643)
13037,Georgia,Calhoun County,334.1,329.3 - 1136.3 (644)
13039,Georgia,Camden County,194.2,172.4 - 215.1 (641)
13043,Georgia,Candler County,382.1,329.3 - 1136.3 (644)
13045,Georgia,Carroll County,342.3,329.3 - 1136.3 (644)
13047,Georgia,Catoosa County,275,263.4 - 329.2 (643)
13049,Georgia,Charlton County,163.5,37.8 - 172.3 (647)
13051,Georgia,Chatham County,270.8,263.4 - 329.2 (643)
13053,Georgia,Chattahoochee County,493.1,329.3 - 1136.3 (644)
13055,Georgia,Chattooga County,200.2,172.4 - 215.1 (641)
13057,Georgia,Cherokee County,198.1,172.4 - 215.1 (641)
13059,Georgia,Clarke County,175,172.4 - 215.1 (641)
13061,Georgia,Clay County,261.7,215.2 - 263.3 (645)
13063,Georgia,Clayton County,277,263.4 - 329.2 (643)
13065,Georgia,Clinch County,209.4,172.4 - 215.1 (641)
13067,Georgia,Cobb County,231.5,215.2 - 263.3 (645)
13069,Georgia,Coffee County,255.3,215.2 - 263.3 (645)
13071,Georgia,Colquitt County,489.5,329.3 - 1136.3 (644)
13073,Georgia,Columbia County,232.4,215.2 - 263.3 (645)
13075,Georgia,Cook County,342.7,329.3 - 1136.3 (644)
13077,Georgia,Coweta County,271.8,263.4 - 329.2 (643)
13079,Georgia,Crawford County,191.8,172.4 - 215.1 (641)
13081,Georgia,Crisp County,291.6,263.4 - 329.2 (643)
13083,Georgia,Dade County,232.4,215.2 - 263.3 (645)
13085,Georgia,Dawson County,164.3,37.8 - 172.3 (647)
13087,Georgia,Decatur County,298.9,263.4 - 329.2 (643)
13089,Georgia,DeKalb County,211.1,172.4 - 215.1 (641)
13091,Georgia,Dodge County,186.9,172.4 - 215.1 (641)
13093,Georgia,Dooly County,129.8,37.8 - 172.3 (647)
13095,Georgia,Dougherty County,311.5,263.4 - 329.2 (643)
13097,Georgia,Douglas County,277.6,263.4 - 329.2 (643)
13099,Georgia,Early County,467.6,329.3 - 1136.3 (644)
13101,Georgia,Echols County,384.1,329.3 - 1136.3 (644)
