id,state,county,rate,theme_range
44001,Rhode Island,Bristol County,179.9,172.4 - 215.1 (641)
44003,Rhode Island,Kent County,299.3,263.4 - 329.2 (643)
44005,Rhode Island,Newport County,164.4,37.8 - 172.3 (647)
44007,Rhode Island,Providence County,282.7,263.4 - 329.2 (643)
44009,Rhode Island,Washington County,207.5,172.4 - 215.1 (641)
45001,South Carolina,Abbeville County,177.9,172.4 - 215.1 (641)
45003,South Carolina,Aiken County,203.8,172.4 - 215.1 (641)
45005,South Carolina,Allendale County,413.3,329.3 - 1136.3 (644)
45007,South Carolina,Anderson County,363.3,329.3 - 1136.3 (644)
45009,South Carolina,Bamberg County,385.6,329.3 - 1136.3 (644)
45011,South Carolina,Barnwell County,219.7,215.2 - 263.3 (645)
45013,South Carolina,Beaufort County,169.5,37.8 - 172.3 (647)
45015,South Carolina,Berkeley County,195.9,172.4 - 215.1 (641)
45017,South Carolina,Calhoun County,342.1,329.3 - 1136.3 (644)
45019,South Carolina,Charleston County,235.9,215.2 - 263.3 (645)
45021,South Carolina,Cherokee County,154,37.8 - 172.3 (647)
45023,South Carolina,Chester County,532.7,329.3 - 1136.3 (644)
45025,South Carolina,Chesterfield County,188,172.4 - 215.1 (641)
45027,South Carolina,Clarendon County,291.1,263.4 - 329.2 (643)
45029,South Carolina,Colleton County,506.6,329.3 - 1136.3 (644)
45031,South Carolina,Darlington County,188.7,172.4 - 215.1 (641)
45033,South Carolina,Dillon County,326.7,263.4 - 329.2 (643)
45035,South Carolina,Dorchester County,293.2,263.4 - 329.2 (643)
45037,South Carolina,Edgefield County,283,263.4 - 329.2 (643)
45039,South Carolina,Fairfield County,375.8,329.3 - 1136.3 (644)
45041,South Carolina,Florence County,330.6,329.3 - 1136.3 (644)
45043,South Carolina,Georgetown County,334.6,329.3 - 1136.3 (644)
45045,South Carolina,Greenville County,219.3,215.2 - 263.3 (645)
45047,South Carolina,Greenwood County,328.8,263.4 - 329.2 (643)
45049,South Carolina,Hampton County,578.9,329.3 - 1136.3 (644)
45051,South Carolina,Horry County,171.8,37.8 - 172.3 (647)
45053,South Carolina,Jasper County,261.4,215.2 - 263.3 (645)
45055,South Carolina,Kershaw County,238,215.2 - 263.3 (645)
45057,South Carolina,Lancaster County,213.9,172.4 - 215.1 (641)
45059,South Carolina,Laurens County,392.5,329.3 - 1136.3 (644)
45061,South Carolina,Lee County,332.4,329.3 - 1136.3 (644)
45063,South Carolina,Lexington County,176.8,172.4 - 215.1 (641)
45065,South Carolina,McCormick County,299.8,263.4 - 329.2 (643)
45067,South Carolina,Marion County,322.6,263.4 - 329.2 (643)
45069,South Carolina,Marlboro County,144.7,37.8 - 172.3 (647)
45071,South Carolina,Newberry County,220.5,215.2 - 263.3 (645)
45073,South Carolina,Oconee County,278.4,263.4 - 329.2 (643)
45075,South Carolina,Orangeburg County,424.2,329.3 - 1136.3 (644)
45077,South Carolina,Pickens County,252.7,215.2 - 263.3 (645)
45079,South Carolina,Richland County,315.2,263.4 - 329.2 (643)
45081,South Carolina,Saluda County,255.8,215.2 - 263.3 (645)
45083,South Carolina,Spartanburg County,267.9,263.4 - 329.2 (643)
45085,South Carolina,Sumter County,349,329.3 - 1136.3 (644)
45087,South Carolina,Union County,380.6,329.3 - 1136.3 (644)
45089,South Carolina,Williamsburg County,403.4,329.3 - 1136.3 (644)
45091,South Carolina,York County,302.1,263.4 - 329.2 (643)
46003,South Dakota,Aurora County,323.9,263.4 - 329.2 (643)
46005,South Dakota,Beadle County,242.5,215.2 - 263.3 (645)
46007,South Dakota,Bennett County,514.3,329.3 - 1136.3 (644)
46009,South Dakota,Bon Homme County,308,263.4 - 329.2 (643)
46011,South Dakota,Brookings County,207,172.4 - 215.1 (641)
46013,South Dakota,Brown County,216.8,215.2 - 263.3 (645)
46015,South Dakota,Brule County,171.4,37.8 - 172.3 (647)
46017,South Dakota,Buffalo County,231.2,215.2 - 263.3 (645)
46019,South Dakota,Butte County,210.2,172.4 - 215.1 (641)
46021,South Dakota,Campbell County,115.2,37.8 - 172.3 (647)
46023,South Dakota,Charles Mix County,308.8,263.4 - 329.2 (643)
46025,South Dakota,Clark County,234.7,215.2 - 263.3 (645)
46027,South Dakota,Clay County,259.3,215.2 - 263.3 (645)
46029,South Dakota,Codington County,239.8,215.2 - 263.3 (645)
46031,South Dakota,Corson County,162,37.8 - 172.3 (647)
46033,South Dakota,Custer County,193.8,172.4 - 215.1 (641)
46035,South Dakota,Davison County,355,329.3 - 1136.3 (644)
46037,South Dakota,Day County,218.9,215.2 - 263.3 (645)
46039,South Dakota,Deuel County,168.4,37.8 - 172.3 (647)
46041,South Dakota,Dewey County,169.6,37.8 - 172.3 (647)
46043,South Dakota,Douglas County,340.4,329.3 - 1136.3 (644)
46045,South Dakota,Edmunds County,207.2,172.4 - 215.1 (641)
46047,South Dakota,Fall River County,356,329.3 - 1136.3 (644)
46049,South Dakota,Faulk County,154.4,37.8 - 172.3 (647)
46051,South Dakota,Grant County,234.9,215.2 - 263.3 (645)
46053,South Dakota,Gregory County,221.1,215.2 - 263.3 (645)
46055,South Dakota,Haakon County,234.3,215.2 - 263.3 (645)
46057,South Dakota,Hamlin County,229.3,215.2 - 263.3 (645)
46059,South Dakota,Hand County,543,329.3 - 1136.3 (644)
46061,South Dakota,Hanson County,357.4,329.3 - 1136.3 (644)
46063,South Dakota,Harding County,184.9,172.4 - 215.1 (641)
46065,South Dakota,Hughes County,188.6,172.4 - 215.1 (641)
46067,South Dakota,Hutchinson County,299.8,263.4 - 329.2 (643)
46069,South Dakota,Hyde County,360.7,329.3 - 1136.3 (644)
46071,South Dakota,Jackson County,223.7,215.2 - 263.3 (645)
46073,South Dakota,Jerauld County,395.6,329.3 - 1136.3 (644)
46075,South Dakota,Jones County,209.7,172.4 - 215.1 (641)
46077,South Dakota,Kingsbury County,231.3,215.2 - 263.3 (645)
46079,South Dakota,Lake County,213,172.4 - 215.1 (641)
46081,South Dakota,Lawrence County,240.2,215.2 - 263.3 (645)
46083,South Dakota,Lincoln County,206.8,172.4 - 215.1 (641)
46085,South Dakota,Lyman County,212.8,172.4 - 215.1 (641)
46087,South Dakota,McCook County,306.8,263.4 - 329.2 (643)
46089,South Dakota,McPherson County,318.7,263.4 - 329.2 (643)
46091,South Dakota,Marshall County,182.7,172.4 - 215.1 (641)
46093,South Dakota,Meade County,215.2,215.2 - 263.3 (645)
46095,South Dakota,Mellette County,331.1,329.3 - 1136.3 (644)
46097,South Dakota,Miner County,252.4,215.2 - 263.3 (645)
46099,South Dakota,Minnehaha County,286.5,263.4 - 329.2 (643)
46101,South Dakota,Moody County,245.1,215.2 - 263.3 (645)
46102,South Dakota,Oglala Lakota County,75.8,37.8 - 172.3 (647)
46103,South Dakota,Pennington County,254,215.2 - 263.3 (645)
46105,South Dakota,Perkins County,172.8,172.4 - 215.1 (641)
46107,South Dakota,Potter County,190.4,172.4 - 215.1 (641)
46109,South Dakota,Roberts County,243.3,215.2 - 263.3 (645)
46111,South Dakota,Sanborn County,339.8,329.3 - 1136.3 (644)
46115,South Dakota,Spink County,196.6,172.4 - 215.1 (641)
46117,South Dakota,Stanley County,191.7,172.4 - 215.1 (641)
46119,South Dakota,Sully County,181.4,172.4 - 215.1 (641)
46121,South Dakota,Todd County,242.6,215.2 - 263.3 (645)
46123,South Dakota,Tripp County,168.8,37.8 - 172.3 (647)
46125,South Dakota,Turner County,237,215.2 - 263.3 (645)
46127,South Dakota,Union County,231.7,215.2 - 263.3 (645)
46129,South Dakota,Walworth County,135.9,37.8 - 172.3 (647)
46135,South Dakota,Yankton County,319,263.4 - 329.2 (643)
46137,South Dakota,Ziebach County,232.3,215.2 - 263.3 (645)
47001,Tennessee,Anderson County,340.3,329.3 - 1136.3 (644)
47003,Tennessee,Bedford County,458.4,329.3 - 1136.3 (644)
47005,Tennessee,Benton County,268.2,263.4 - 329.2 (643)
47007,Tennessee,Bledsoe County,213.2,172.4 - 215.1 (641)
47009,Tennessee,Blount County,195.2,172.4 - 215.1 (641)
47011,Tennessee,Bradley County,257.8,215.2 - 263.3 (645)
47013,Tennessee,Campbell County,453.2,329.3 - 1136.3 (644)
47015,Tennessee,Cannon County,345.3,329.3 - 1136.3 (644)
47017,Tennessee,Carroll County,331.9,329.3 - 1136.3 (644)
47019,Tennessee,Carter County,186.8,172.4 - 215.1 (641)
47021,Tennessee,Cheatham County,318.2,263.4 - 329.2 (643)
47023,Tennessee,Chester County,279.6,263.4 - 329.2 (643)
47025,Tennessee,Claiborne County,195.9,172.4 - 215.1 (641)
47027,Tennessee,Clay County,189.5,172.4 - 215.1 (641)
47029,Tennessee,Cocke County,257.2,215.2 - 263.3 (645)
47031,Tennessee,Coffee County,393,329.3 - 1136.3 (644)
47033,Tennessee,Crockett County,389.5,329.3 - 1136.3 (644)
47035,Tennessee,Cumberland County,248.4,215.2 - 263.3 (645)
47037,Tennessee,Davidson County,275.9,263.4 - 329.2 (643)
47039,Tennessee,Decatur County,600,329.3 - 1136.3 (644)
47041,Tennessee,DeKalb County,222.1,215.2 - 263.3 (645)
47043,Tennessee,Dickson County,286.1,263.4 - 329.2 (643)
47045,Tennessee,Dyer County,392.9,329.3 - 1136.3 (644)
47047,Tennessee,Fayette County,280.8,263.4 - 329.2 (643)
47049,Tennessee,Fentress County,285.3,263.4 - 329.2 (643)
47051,Tennessee,Franklin County,297.9,263.4 - 329.2 (643)
47053,Tennessee,Gibson County,410.9,329.3 - 1136.3 (644)
47055,Tennessee,Giles County,410.2,329.3 - 1136.3 (644)
47057,Tennessee,Grainger County,179,172.4 - 215.1 (641)
47059,Tennessee,Greene County,286.1,263.4 - 329.2 (643)
47061,Tennessee,Grundy County,324.3,263.4 - 329.2 (643)
47063,Tennessee,Hamblen County,205.4,172.4 - 215.1 (641)
47065,Tennessee,Hamilton County,287.1,263.4 - 329.2 (643)
47067,Tennessee,Hancock County,240.9,215.2 - 263.3 (645)
47069,Tennessee,Hardeman County,380.5,329.3 - 1136.3 (644)
47071,Tennessee,Hardin County,303,263.4 - 329.2 (643)
47073,Tennessee,Hawkins County,360.5,329.3 - 1136.3 (644)
47075,Tennessee,Haywood County,325.7,263.4 - 329.2 (643)
47077,Tennessee,Henderson County,422.7,329.3 - 1136.3 (644)
47079,Tennessee,Henry County,283.1,263.4 - 329.2 (643)
47081,Tennessee,Hickman County,188.2,172.4 - 215.1 (641)
47083,Tennessee,Houston County,284.3,263.4 - 329.2 (643)
47085,Tennessee,Humphreys County,247.2,215.2 - 263.3 (645)
47087,Tennessee,Jackson County,256.5,215.2 - 263.3 (645)
47089,Tennessee,Jefferson County,181.3,172.4 - 215.1 (641)
47091,Tennessee,Johnson County,125.3,37.8 - 172.3 (647)
47093,Tennessee,Knox County,314,263.4 - 329.2 (643)
47095,Tennessee,Lake County,445.4,329.3 - 1136.3 (644)
47097,Tennessee,Lauderdale County,395.9,329.3 - 1136.3 (644)
47099,Tennessee,Lawrence County,258.6,215.2 - 263.3 (645)
47101,Tennessee,Lewis County,234,215.2 - 263.3 (645)
47103,Tennessee,Lincoln County,238.7,215.2 - 263.3 (645)
47105,Tennessee,Loudon County,236.1,215.2 - 263.3 (645)
47107,Tennessee,McMinn County,258,215.2 - 263.3 (645)
47109,Tennessee,McNairy County,383.5,329.3 - 1136.3 (644)
47111,Tennessee,Macon County,325.2,263.4 - 329.2 (643)
47113,Tennessee,Madison County,293.5,263.4 - 329.2 (643)
47115,Tennessee,Marion County,305.8,263.4 - 329.2 (643)
47117,Tennessee,Marshall County,264.2,263.4 - 329.2 (643)
47119,Tennessee,Maury County,226.5,215.2 - 263.3 (645)
47121,Tennessee,Meigs County,280,263.4 - 329.2 (643)
47123,Tennessee,Monroe County,257,215.2 - 263.3 (645)
47125,Tennessee,Montgomery County,440.1,329.3 - 1136.3 (644)
47127,Tennessee,Moore County,328.3,263.4 - 329.2 (643)
47129,Tennessee,Morgan County,251,215.2 - 263.3 (645)
47131,Tennessee,Obion County,351.4,329.3 - 1136.3 (644)
47133,Tennessee,Overton County,179.9,172.4 - 215.1 (641)
47135,Tennessee,Perry County,484,329.3 - 1136.3 (644)
47137,Tennessee,Pickett County,136.7,37.8 - 172.3 (647)
47139,Tennessee,Polk County,318.7,263.4 - 329.2 (643)
47141,Tennessee,Putnam County,274,263.4 - 329.2 (643)
47143,Tennessee,Rhea County,327.3,263.4 - 329.2 (643)
47145,Tennessee,Roane County,384,329.3 - 1136.3 (644)
47147,Tennessee,Robertson County,224.5,215.2 - 263.3 (645)
47149,Tennessee,Rutherford County,237.3,215.2 - 263.3 (645)
47151,Tennessee,Scott County,384.8,329.3 - 1136.3 (644)
47153,Tennessee,Sequatchie County,312,263.4 - 329.2 (643)
47155,Tennessee,Sevier County,291.9,263.4 - 329.2 (643)
47157,Tennessee,Shelby County,310.2,263.4 - 329.2 (643)
47159,Tennessee,Smith County,314.2,263.4 - 329.2 (643)
47161,Tennessee,Stewart County,353.7,329.3 - 1136.3 (644)
47163,Tennessee,Sullivan County,247.5,215.2 - 263.3 (645)
47165,Tennessee,Sumner County,154,37.8 - 172.3 (647)
47167,Tennessee,Tipton County,304.8,263.4 - 329.2 (643)
47169,Tennessee,Trousdale County,270.9,263.4 - 329.2 (643)
47171,Tennessee,Unicoi County,231.9,215.2 - 263.3 (645)
47173,Tennessee,Union County,258.5,215.2 - 263.3 (645)
47175,Tennessee,Van Buren County,266,263.4 - 329.2 (643)
47177,Tennessee,Warren County,239.7,215.2 - 263.3 (645)
47179,Tennessee,Washington County,218.2,215.2 - 263.3 (645)
47181,Tennessee,Wayne County,302.7,263.4 - 329.2 (643)
47183,Tennessee,Weakley County,366.9,329.3 - 1136.3 (644)
47185,Tennessee,White County,259.5,215.2 - 263.3 (645)
47187,Tennessee,Williamson County,203.6,172.4 - 215.1 (641)
47189,Tennessee,Wilson County,171.7,37.8 - 172.3 (647)
48001,Texas,Anderson County,285.8,263.4 - 329.2 (643)
48003,Texas,Andrews County,526.8,329.3 - 1136.3 (644)
48005,Texas,Angelina County,397.7,329.3 - 1136.3 (644)
48007,Texas,Aransas County,331.8,329.3 - 1136.3 (644)
48009,Texas,Archer County,421.7,329.3 - 1136.3 (644)
48011,Texas,Armstrong County,264.2,263.4 - 329.2 (643)
48013,Texas,Atascosa County,302.4,263.4 - 329.2 (643)
48015,Texas,Austin County,338.2,329.3 - 1136.3 (644)
48017,Texas,Bailey County,252.7,215.2 - 263.3 (645)
48019,Texas,Bandera County,234.4,215.2 - 263.3 (645)
48021,Texas,Bastrop County,294.7,263.4 - 329.2 (643)
48023,Texas,Baylor County,409.5,329.3 - 1136.3 (644)
48025,Texas,Bee County,242.8,215.2 - 263.3 (645)
48027,Texas,Bell County,362.8,329.3 - 1136.3 (644)
48029,Texas,Bexar County,378.1,329.3 - 1136.3 (644)
48031,Texas,Blanco County,265.8,263.4 - 329.2 (643)
48033,Texas,Borden County,407.2,329.3 - 1136.3 (644)
48035,Texas,Bosque County,333.7,329.3 - 1136.3 (644)
48037,Texas,Bowie County,549.4,329.3 - 1136.3 (644)
48039,Texas,Brazoria County,234.8,215.2 - 263.3 (645)
48041,Texas,Brazos County,257.3,215.2 - 263.3 (645)
48043,Texas,Brewster County,205.9,172.4 - 215.1 (641)
48045,Texas,Briscoe County,283.7,263.4 - 329.2 (643)
48047,Texas,Brooks County,290.6,263.4 - 329.2 (643)
48049,Texas,Brown County,244.9,215.2 - 263.3 (645)
48051,Texas,Burleson County,288.4,263.4 - 329.2 (643)
48053,Texas,Burnet County,255.8,215.2 - 263.3 (645)
48055,Texas,Caldwell County,255.8,215.2 - 263.3 (645)
48057,Texas,Calhoun County,247.9,215.2 - 263.3 (645)
48059,Texas,Callahan County,366.1,329.3 - 1136.3 (644)
48061,Texas,Cameron County,224.4,215.2 - 263.3 (645)
48063,Texas,Camp County,340.5,329.3 - 1136.3 (644)
48065,Texas,Carson County,245.5,215.2 - 263.3 (645)
48067,Texas,Cass County,531,329.3 - 1136.3 (644)
48069,Texas,Castro County,174.7,172.4 - 215.1 (641)
48071,Texas,Chambers County,283.8,263.4 - 329.2 (643)
48073,Texas,Cherokee County,283.3,263.4 - 329.2 (643)
48075,Texas,Childress County,365.3,329.3 - 1136.3 (644)
48077,Texas,Clay County,475.3,329.3 - 1136.3 (644)
48079,Texas,Cochran County,278.2,263.4 - 329.2 (643)
48081,Texas,Coke County,281.2,263.4 - 329.2 (643)
48083,Texas,Coleman County,268.2,263.4 - 329.2 (643)
48085,Texas,Collin County,197.3,172.4 - 215.1 (641)
48087,Texas,Collingsworth County,474.2,329.3 - 1136.3 (644)
48089,Texas,Colorado County,328,263.4 - 329.2 (643)
48091,Texas,Comal County,244.4,215.2 - 263.3 (645)
48093,Texas,Comanche County,126.5,37.8 - 172.3 (647)
48095,Texas,Concho County,220.3,215.2 - 263.3 (645)
48097,Texas,Cooke County,244.3,215.2 - 263.3 (645)
48099,Texas,Coryell County,487.6,329.3 - 1136.3 (644)
48101,Texas,Cottle County,393.2,329.3 - 1136.3 (644)
48103,Texas,Crane County,477.5,329.3 - 1136.3 (644)
48105,Texas,Crockett County,540.7,329.3 - 1136.3 (644)
48107,Texas,Crosby County,391.6,329.3 - 1136.3 (644)
48109,Texas,Culberson County,259.9,215.2 - 263.3 (645)
48111,Texas,Dallam County,201.3,172.4 - 215.1 (641)
48113,Texas,Dallas County,324.9,263.4 - 329.2 (643)
48115,Texas,Dawson County,478.8,329.3 - 1136.3 (644)
48117,Texas,Deaf Smith County,401.1,329.3 - 1136.3 (644)
48119,Texas,Delta County,349.7,329.3 - 1136.3 (644)
48121,Texas,Denton County,222.9,215.2 - 263.3 (645)
48123,Texas,DeWitt County,352.1,329.3 - 1136.3 (644)
48125,Texas,Dickens County,369.3,329.3 - 1136.3 (644)
48127,Texas,Dimmit County,244.1,215.2 - 263.3 (645)
48129,Texas,Donley County,276.4,263.4 - 329.2 (643)
48131,Texas,Duval County,304.2,263.4 - 329.2 (643)
48133,Texas,Eastland County,193.8,172.4 - 215.1 (641)
48135,Texas,Ector County,474.3,329.3 - 1136.3 (644)
48137,Texas,Edwards County,261.7,215.2 - 263.3 (645)
48139,Texas,Ellis County,277.3,263.4 - 329.2 (643)
48141,Texas,El Paso County,365.2,329.3 - 1136.3 (644)
48143,Texas,Erath County,234.1,215.2 - 263.3 (645)
48145,Texas,Falls County,508.7,329.3 - 1136.3 (644)
48147,Texas,Fannin County,239.1,215.2 - 263.3 (645)
48149,Texas,Fayette County,338.6,329.3 - 1136.3 (644)
48151,Texas,Fisher County,326,263.4 - 329.2 (643)
48153,Texas,Floyd County,358.2,329.3 - 1136.3 (644)
48155,Texas,Foard County,283,263.4 - 329.2 (643)
48157,Texas,Fort Bend County,193.8,172.4 - 215.1 (641)
48159,Texas,Franklin County,250.5,215.2 - 263.3 (645)
48161,Texas,Freestone County,367.1,329.3 - 1136.3 (644)
48163,Texas,Frio County,410.1,329.3 - 1136.3 (644)
48165,Texas,Gaines County,258.4,215.2 - 263.3 (645)
48167,Texas,Galveston County,247.7,215.2 - 263.3 (645)
48169,Texas,Garza County,413.1,329.3 - 1136.3 (644)
48171,Texas,Gillespie County,340.1,329.3 - 1136.3 (644)
48173,Texas,Glasscock County,214.4,172.4 - 215.1 (641)
48175,Texas,Goliad County,263.4,263.4 - 329.2 (643)
48177,Texas,Gonzales County,361.7,329.3 - 1136.3 (644)
48179,Texas,Gray County,396.8,329.3 - 1136.3 (644)
48181,Texas,Grayson County,231.7,215.2 - 263.3 (645)
48183,Texas,Gregg County,282.2,263.4 - 329.2 (643)
48185,Texas,Grimes County,296.1,263.4 - 329.2 (643)
48187,Texas,Guadalupe County,263.6,263.4 - 329.2 (643)
48189,Texas,Hale County,319.2,263.4 - 329.2 (643)
48191,Texas,Hall County,331,329.3 - 1136.3 (644)
48193,Texas,Hamilton County,202.2,172.4 - 215.1 (641)
48195,Texas,Hansford County,256.5,215.2 - 263.3 (645)
48197,Texas,Hardeman County,287.4,263.4 - 329.2 (643)
48199,Texas,Hardin County,374.3,329.3 - 1136.3 (644)
48201,Texas,Harris County,276.4,263.4 - 329.2 (643)
48203,Texas,Harrison County,428.7,329.3 - 1136.3 (644)
48205,Texas,Hartley County,347.2,329.3 - 1136.3 (644)
48207,Texas,Haskell County,300.3,263.4 - 329.2 (643)
48209,Texas,Hays County,244.9,215.2 - 263.3 (645)
48211,Texas,Hemphill County,324.9,263.4 - 329.2 (643)
48213,Texas,Henderson County,404.5,329.3 - 1136.3 (644)
48215,Texas,Hidalgo County,169.1,37.8 - 172.3 (647)
48217,Texas,Hill County,321.5,263.4 - 329.2 (643)
48219,Texas,Hockley County,381.1,329.3 - 1136.3 (644)
48221,Texas,Hood County,329.4,329.3 - 1136.3 (644)
48223,Texas,Hopkins County,202.6,172.4 - 215.1 (641)
48225,Texas,Houston County,296.3,263.4 - 329.2 (643)
48227,Texas,Howard County,520.3,329.3 - 1136.3 (644)
48229,Texas,Hudspeth County,319.4,263.4 - 329.2 (643)
48231,Texas,Hunt County,304.3,263.4 - 329.2 (643)
48233,Texas,Hutchinson County,332.9,329.3 - 1136.3 (644)
48235,Texas,Irion County,247.2,215.2 - 263.3 (645)
48237,Texas,Jack County,510.6,329.3 - 1136.3 (644)
48239,Texas,Jackson County,270.2,263.4 - 329.2 (643)
48241,Texas,Jasper County,335.8,329.3 - 1136.3 (644)
48243,Texas,Jeff Davis County,180.4,172.4 - 215.1 (641)
48245,Texas,Jefferson County,403.3,329.3 - 1136.3 (644)
48247,Texas,Jim Hogg County,300.3,263.4 - 329.2 (643)
48249,Texas,Jim Wells County,286.1,263.4 - 329.2 (643)
48251,Texas,Johnson County,386.7,329.3 - 1136.3 (644)
48253,Texas,Jones County,299.5,263.4 - 329.2 (643)
48255,Texas,Karnes County,315.2,263.4 - 329.2 (643)
48257,Texas,Kaufman County,268.7,263.4 - 329.2 (643)
48259,Texas,Kendall County,352.3,329.3 - 1136.3 (644)
48261,Texas,Kenedy County,175.1,172.4 - 215.1 (641)
48263,Texas,Kent County,328.9,263.4 - 329.2 (643)
48265,Texas,Kerr County,261.4,215.2 - 263.3 (645)
48267,Texas,Kimble County,291.9,263.4 - 329.2 (643)
48269,Texas,King County,366.7,329.3 - 1136.3 (644)
48271,Texas,Kinney County,194.5,172.4 - 215.1 (641)
48273,Texas,Kleberg County,399.1,329.3 - 1136.3 (644)
48275,Texas,Knox County,327,263.4 - 329.2 (643)
48277,Texas,Lamar County,261,215.2 - 263.3 (645)
48279,Texas,Lamb County,387.5,329.3 - 1136.3 (644)
48281,Texas,Lampasas County,408.3,329.3 - 1136.3 (644)
48283,Texas,La Salle County,325.6,263.4 - 329.2 (643)
48285,Texas,Lavaca County,285.5,263.4 - 329.2 (643)
48287,Texas,Lee County,305.7,263.4 - 329.2 (643)
48289,Texas,Leon County,294.6,263.4 - 329.2 (643)
48291,Texas,Liberty County,354,329.3 - 1136.3 (644)
48293,Texas,Limestone County,387.6,329.3 - 1136.3 (644)
48295,Texas,Lipscomb County,421,329.3 - 1136.3 (644)
48297,Texas,Live Oak County,199.3,172.4 - 215.1 (641)
48299,Texas,Llano County,203.5,172.4 - 215.1 (641)
48301,Texas,Loving County,282.9,263.4 - 329.2 (643)
48303,Texas,Lubbock County,430.7,329.3 - 1136.3 (644)
48305,Texas,Lynn County,425.9,329.3 - 1136.3 (644)
48307,Texas,McCulloch County,222.2,215.2 - 263.3 (645)
48309,Texas,McLennan County,485.5,329.3 - 1136.3 (644)
48311,Texas,McMullen County,294.7,263.4 - 329.2 (643)
48313,Texas,Madison County,350.5,329.3 - 1136.3 (644)
48315,Texas,Marion County,625.9,329.3 - 1136.3 (644)
48317,Texas,Martin County,297.6,263.4 - 329.2 (643)
48319,Texas,Mason County,308.6,263.4 - 329.2 (643)
48321,Texas,Matagorda County,242,215.2 - 263.3 (645)
48323,Texas,Maverick County,202.5,172.4 - 215.1 (641)
48325,Texas,Medina County,255.6,215.2 - 263.3 (645)
48327,Texas,Menard County,253.3,215.2 - 263.3 (645)
48329,Texas,Midland County,201,172.4 - 215.1 (641)
48331,Texas,Milam County,358.6,329.3 - 1136.3 (644)
48333,Texas,Mills County,206.9,172.4 - 215.1 (641)
48335,Texas,Mitchell County,432,329.3 - 1136.3 (644)
48337,Texas,Montague County,263.1,215.2 - 263.3 (645)
48339,Texas,Montgomery County,231.9,215.2 - 263.3 (645)
48341,Texas,Moore County,301.1,263.4 - 329.2 (643)
48343,Texas,Morris County,515.9,329.3 - 1136.3 (644)
48345,Texas,Motley County,301,263.4 - 329.2 (643)
48347,Texas,Nacogdoches County,364.9,329.3 - 1136.3 (644)
48349,Texas,Navarro County,309.8,263.4 - 329.2 (643)
48351,Texas,Newton County,300.3,263.4 - 329.2 (643)
48353,Texas,Nolan County,565.9,329.3 - 1136.3 (644)
48355,Texas,Nueces County,372,329.3 - 1136.3 (644)
48357,Texas,Ochiltree County,484,329.3 - 1136.3 (644)
48359,Texas,Oldham County,270.4,263.4 - 329.2 (643)
48361,Texas,Orange County,450.6,329.3 - 1136.3 (644)
48363,Texas,Palo Pinto County,581.3,329.3 - 1136.3 (644)
48365,Texas,Panola County,372.5,329.3 - 1136.3 (644)
48367,Texas,Parker County,348.1,329.3 - 1136.3 (644)
48369,Texas,Parmer County,338.8,329.3 - 1136.3 (644)
48371,Texas,Pecos County,435.7,329.3 - 1136.3 (644)
48373,Texas,Polk County,401.6,329.3 - 1136.3 (644)
48375,Texas,Potter County,361.6,329.3 - 1136.3 (644)
48377,Texas,Presidio County,182.4,172.4 - 215.1 (641)
48379,Texas,Rains County,288.3,263.4 - 329.2 (643)
48381,Texas,Randall County,231.7,215.2 - 263.3 (645)
48383,Texas,Reagan County,496,329.3 - 1136.3 (644)
48385,Texas,Real County,260.6,215.2 - 263.3 (645)
48387,Texas,Red River County,239.7,215.2 - 263.3 (645)
48389,Texas,Reeves County,236.9,215.2 - 263.3 (645)
48391,Texas,Refugio County,283.2,263.4 - 329.2 (643)
48393,Texas,Roberts County,319.4,263.4 - 329.2 (643)
48395,Texas,Robertson County,440.6,329.3 - 1136.3 (644)
48397,Texas,Rockwall County,224.1,215.2 - 263.3 (645)
48399,Texas,Runnels County,234.3,215.2 - 263.3 (645)
48401,Texas,Rusk County,235.2,215.2 - 263.3 (645)
48403,Texas,Sabine County,267.8,263.4 - 329.2 (643)
48405,Texas,San Augustine County,417.5,329.3 - 1136.3 (644)
48407,Texas,San Jacinto County,255.7,215.2 - 263.3 (645)
48409,Texas,San Patricio County,395.6,329.3 - 1136.3 (644)
48411,Texas,San Saba County,409.8,329.3 - 1136.3 (644)
48413,Texas,Schleicher County,380.5,329.3 - 1136.3 (644)
48415,Texas,Scurry County,318.1,263.4 - 329.2 (643)
48417,Texas,Shackelford County,265.1,263.4 - 329.2 (643)
48419,Texas,Shelby County,303.2,263.4 - 329.2 (643)
48421,Texas,Sherman County,301.4,263.4 - 329.2 (643)
48423,Texas,Smith County,209.9,172.4 - 215.1 (641)
48425,Texas,Somervell County,322.7,263.4 - 329.2 (643)
48427,Texas,Starr County,148.1,37.8 - 172.3 (647)
48429,Texas,Stephens County,394.4,329.3 - 1136.3 (644)
48431,Texas,Sterling County,355.1,329.3 - 1136.3 (644)
48433,Texas,Stonewall County,316.3,263.4 - 329.2 (643)
48435,Texas,Sutton County,364,329.3 - 1136.3 (644)
48437,Texas,Swisher County,345,329.3 - 1136.3 (644)
48439,Texas,Tarrant County,314.1,263.4 - 329.2 (643)
48441,Texas,Taylor County,407.9,329.3 - 1136.3 (644)
48443,Texas,Terrell County,329.2,263.4 - 329.2 (643)
48445,Texas,Terry County,443.6,329.3 - 1136.3 (644)
48447,Texas,Throckmorton County,379.1,329.3 - 1136.3 (644)
