id,date,variable,value
1520,11/4/2019,JD,33.23
1521,11/11/2019,JD,33.549999
1522,11/18/2019,JD,31.950001
1523,11/25/2019,JD,32.650002
1524,12/2/2019,JD,32.93
1525,12/9/2019,JD,34
1526,12/16/2019,JD,35.310001
1527,12/23/2019,JD,35.93
1528,12/30/2019,JD,37.990002
1529,1/6/2020,JD,39.110001
1530,1/13/2020,JD,40.349998
1531,1/20/2020,JD,39.549999
1532,1/27/2020,JD,37.689999
1533,2/3/2020,JD,39.990002
1534,2/10/2020,JD,41.970001
1535,2/17/2020,JD,40.419998
1536,2/24/2020,JD,38.509998
1537,3/2/2020,JD,42.16
1538,3/9/2020,JD,39.709999
1539,3/16/2020,JD,37.66
1540,3/23/2020,JD,40.150002
1541,3/30/2020,JD,39.889999
1542,4/6/2020,JD,42.16
1543,4/13/2020,JD,46.150002
1544,4/20/2020,JD,45.049999
1545,4/27/2020,JD,41.380001
1546,5/4/2020,JD,46.779999
1547,5/11/2020,JD,50.849998
1548,5/18/2020,JD,49.900002
1549,5/25/2020,JD,54.330002
1550,6/1/2020,JD,59.040001
1551,6/8/2020,JD,57.990002
1552,6/15/2020,JD,58.639999
1553,6/22/2020,JD,59.650002
1554,6/29/2020,JD,61.389999
1555,7/6/2020,JD,65.610001
1556,7/13/2020,JD,62.130001
1557,7/20/2020,JD,60.880001
1558,7/27/2020,JD,63.790001
1559,8/3/2020,JD,62.060001
1560,8/10/2020,JD,62.060001
1561,8/17/2020,JD,74.980003
1562,8/24/2020,JD,79.959999
1563,8/31/2020,JD,80
1564,9/7/2020,JD,76.220001
